5.974,7.6559,4.25,1.5071,38.92894984,0.65,0.65
5.9868,7.8551,4.25,1.5061,39.12856066,0.65,0.65
5.9998,8.0544,4.25,1.5049,39.32828419,0.65,0.65
6.0131,8.2536,4.25,1.5036,39.5279277,0.65,0.65
6.0266,8.4528,4.25,1.5024,39.72758463,0.65,0.65
6.0404,8.6519,4.25,1.5012,39.92716231,0.65,0.65
6.0544,8.8511,4.25,1.5001,40.12685367,0.65,0.65
6.0686,9.0502,4.25,1.499,40.32645941,0.65,0.65
6.083,9.2494,4.25,1.498,40.52617921,0.65,0.65
6.0976,9.4485,4.25,1.4969,40.7258138,0.65,0.65
6.1125,9.6476,4.25,1.496,40.92547056,0.65,0.65
6.1275,9.8467,4.25,1.495,41.1251348,0.65,0.65
6.1427,10.0457,4.25,1.4941,41.32471446,0.65,0.65
6.1581,10.2448,4.25,1.4933,41.52440915,0.65,0.65
6.1736,10.4438,4.25,1.4924,41.72401188,0.65,0.65
6.1893,10.6429,4.25,1.4916,41.92372993,0.65,0.65
6.2052,10.8419,4.25,1.4908,42.12336413,0.65,0.65
6.2212,11.0409,4.25,1.4901,42.32300631,0.65,0.65
6.2374,11.2399,4.25,1.4893,42.52266461,0.65,0.65
6.2537,11.4389,4.25,1.4886,42.72233106,0.65,0.65
6.2701,11.6378,4.25,1.488,42.92190603,0.65,0.65
6.2867,11.8368,4.25,1.4873,43.1215972,0.65,0.65
6.3034,12.0358,4.25,1.4866,43.32129669,0.65,0.65
6.3203,12.2347,4.25,1.486,43.52091338,0.65,0.65
6.3373,12.4336,4.25,1.4854,43.72053855,0.65,0.65
6.3543,12.6325,4.25,1.4849,43.92016372,0.65,0.65
6.3715,12.8315,4.25,1.4843,44.11990566,0.65,0.65
6.3888,13.0304,4.25,1.4838,44.3195566,0.65,0.65
6.4062,13.2292,4.25,1.4833,44.51911662,0.65,0.65
6.4237,13.4281,4.25,1.4828,44.71878499,0.65,0.65
6.4413,13.627,4.25,1.4824,44.91846216,0.65,0.65
6.459,13.8259,4.25,1.482,45.11814816,0.65,0.65
6.4767,14.0247,4.25,1.4816,45.31773456,0.65,0.65
6.4945,14.2236,4.25,1.4812,45.51742945,0.65,0.65
6.5124,14.4224,4.25,1.4809,45.71703369,0.65,0.65
6.5304,14.6213,4.25,1.4806,45.9167465,0.65,0.65
6.5484,14.8201,4.25,1.4804,46.11635973,0.65,0.65
6.5664,15.019,4.25,1.4802,46.31607255,0.65,0.65
6.5845,15.2178,4.25,1.48,46.51569482,0.65,0.65
6.6026,15.4166,4.25,1.4799,46.71531709,0.65,0.65
6.6207,15.6154,4.25,1.4799,46.91493935,0.65,0.65
6.6388,15.8143,4.25,1.48,47.11466121,0.65,0.65
6.6569,16.0131,4.25,1.4801,47.31428348,0.65,0.65
6.675,16.2119,4.25,1.4803,47.51390575,0.65,0.65
6.693,16.4108,4.25,1.4806,47.71361857,0.65,0.65
6.711,16.6096,4.25,1.4809,47.91323179,0.65,0.65
6.7289,16.8085,4.25,1.4813,48.11293562,0.65,0.65
6.7466,17.0073,4.25,1.4818,48.31252202,0.65,0.65
6.7643,17.2062,4.25,1.4824,48.51220802,0.65,0.65
6.7819,17.4051,4.25,1.483,48.71188519,0.65,0.65
